## Wed Dec 27 18:30:13 2023
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_3f_9cm8m --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_3f_9cm8m --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_3f_9cm8m/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
0	9606.ENSP00000309521	2.74e-209	578.0	299P9@1|root,2RGRF@2759|Eukaryota,3A240@33154|Opisthokonta,3BQYY@33208|Metazoa,3D40N@33213|Bilateria,487ZS@7711|Chordata,493NS@7742|Vertebrata,3J7F9@40674|Mammalia,35JCP@314146|Euarchontoglires,4MH4C@9443|Primates,4N584@9604|Hominidae	33208|Metazoa	S	Lck-interacting transmembrane adapter 1	LIME1	GO:0000375,GO:0000377,GO:0000390,GO:0000398,GO:0001932,GO:0002253,GO:0002376,GO:0002429,GO:0002682,GO:0002684,GO:0002757,GO:0002764,GO:0002768,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0005684,GO:0005886,GO:0006139,GO:0006355,GO:0006357,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0007154,GO:0007165,GO:0007166,GO:0008150,GO:0008152,GO:0008380,GO:0009889,GO:0009966,GO:0009987,GO:0010467,GO:0010468,GO:0010522,GO:0010556,GO:0010646,GO:0010959,GO:0014066,GO:0016020,GO:0016043,GO:0016070,GO:0016071,GO:0019219,GO:0019220,GO:0019222,GO:0019814,GO:0019815,GO:0019899,GO:0019900,GO:0019901,GO:0022411,GO:0023051,GO:0023052,GO:0031323,GO:0031326,GO:0031399,GO:0032268,GO:0032879,GO:0032984,GO:0032988,GO:0032991,GO:0034641,GO:0034762,GO:0034765,GO:0042325,GO:0043122,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043235,GO:0043269,GO:0043405,GO:0043408,GO:0043549,GO:0043933,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044446,GO:0044459,GO:0044464,GO:0045859,GO:0046483,GO:0048518,GO:0048583,GO:0048584,GO:0050776,GO:0050778,GO:0050789,GO:0050790,GO:0050794,GO:0050851,GO:0050853,GO:0050896,GO:0051049,GO:0051171,GO:0051174,GO:0051246,GO:0051252,GO:0051279,GO:0051282,GO:0051338,GO:0051716,GO:0051924,GO:0060255,GO:0060341,GO:0065007,GO:0065008,GO:0065009,GO:0071008,GO:0071014,GO:0071704,GO:0071826,GO:0071840,GO:0071900,GO:0071944,GO:0080090,GO:0090304,GO:0098796,GO:0098797,GO:0098802,GO:1901222,GO:1901360,GO:1902531,GO:1903169,GO:1903506,GO:1904062,GO:1990904,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	LIME1
1	7227.FBpp0076691	0.0	1978.0	KOG1052@1|root,KOG1054@2759|Eukaryota,39MCC@33154|Opisthokonta,3CNZE@33208|Metazoa,3DEZ0@33213|Bilateria,41TZ2@6656|Arthropoda,3SH28@50557|Insecta,44YNK@7147|Diptera,45RWV@7214|Drosophilidae	33208|Metazoa	P	extracellular-glutamate-gated ion channel activity	GRIA2	GO:0000149,GO:0001101,GO:0001508,GO:0001540,GO:0001664,GO:0001919,GO:0001965,GO:0003008,GO:0003674,GO:0004888,GO:0004970,GO:0004971,GO:0005102,GO:0005215,GO:0005216,GO:0005230,GO:0005231,GO:0005234,GO:0005261,GO:0005267,GO:0005272,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005769,GO:0005783,GO:0005789,GO:0005793,GO:0005798,GO:0005829,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006814,GO:0006873,GO:0006874,GO:0006875,GO:0006888,GO:0006897,GO:0006898,GO:0006900,GO:0006901,GO:0006903,GO:0006996,GO:0007154,GO:0007165,GO:0007166,GO:0007215,GO:0007267,GO:0007268,GO:0007275,GO:0007399,GO:0007417,GO:0007610,GO:0007611,GO:0007613,GO:0007616,GO:0008021,GO:0008022,GO:0008066,GO:0008092,GO:0008104,GO:0008150,GO:0008152,GO:0008179,GO:0008324,GO:0008328,GO:0009410,GO:0009628,GO:0009636,GO:0009719,GO:0009725,GO:0009897,GO:0009986,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0010226,GO:0010243,GO:0010646,GO:0010647,GO:0010648,GO:0012505,GO:0012506,GO:0012507,GO:0014069,GO:0014070,GO:0014075,GO:0015075,GO:0015077,GO:0015079,GO:0015081,GO:0015267,GO:0015276,GO:0015277,GO:0015318,GO:0015672,GO:0016020,GO:0016021,GO:0016043,GO:0016050,GO:0016192,GO:0017022,GO:0019222,GO:0019226,GO:0019228,GO:0019725,GO:0019899,GO:0019900,GO:0019901,GO:0019904,GO:0021510,GO:0022607,GO:0022803,GO:0022824,GO:0022834,GO:0022835,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0022890,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030001,GO:0030003,GO:0030133,GO:0030134,GO:0030135,GO:0030139,GO:0030165,GO:0030424,GO:0030425,GO:0030426,GO:0030427,GO:0030594,GO:0030658,GO:0030659,GO:0030660,GO:0030662,GO:0030666,GO:0030672,GO:0031090,GO:0031224,GO:0031226,GO:0031252,GO:0031253,GO:0031256,GO:0031267,GO:0031323,GO:0031410,GO:0031489,GO:0031594,GO:0031623,GO:0031681,GO:0031690,GO:0031698,GO:0031982,GO:0031984,GO:0032279,GO:0032281,GO:0032355,GO:0032501,GO:0032502,GO:0032589,GO:0032590,GO:0032591,GO:0032838,GO:0032839,GO:0032870,GO:0032983,GO:0032991,GO:0033036,GO:0033116,GO:0033218,GO:0033267,GO:0033993,GO:0034220,GO:0034702,GO:0034703,GO:0034705,GO:0034706,GO:0035235,GO:0035249,GO:0035637,GO:0035725,GO:0036477,GO:0038023,GO:0042175,GO:0042220,GO:0042221,GO:0042277,GO:0042391,GO:0042493,GO:0042592,GO:0042734,GO:0042802,GO:0042803,GO:0042995,GO:0043005,GO:0043025,GO:0043083,GO:0043112,GO:0043170,GO:0043195,GO:0043197,GO:0043198,GO:0043200,GO:0043204,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043235,GO:0043279,GO:0043331,GO:0043434,GO:0043679,GO:0043933,GO:0044085,GO:0044237,GO:0044260,GO:0044297,GO:0044306,GO:0044308,GO:0044309,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044433,GO:0044444,GO:0044446,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0045184,GO:0045202,GO:0045211,GO:0045838,GO:0046677,GO:0046685,GO:0046873,GO:0046907,GO:0046983,GO:0048167,GO:0048193,GO:0048194,GO:0048199,GO:0048207,GO:0048208,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048731,GO:0048856,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050803,GO:0050804,GO:0050805,GO:0050806,GO:0050877,GO:0050890,GO:0050896,GO:0051018,GO:0051020,GO:0051117,GO:0051179,GO:0051234,GO:0051259,GO:0051262,GO:0051480,GO:0051602,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0051716,GO:0051966,GO:0051968,GO:0055037,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055085,GO:0060076,GO:0060078,GO:0060079,GO:0060089,GO:0060255,GO:0060292,GO:0060359,GO:0060992,GO:0061024,GO:0065003,GO:0065007,GO:0065008,GO:0070382,GO:0070848,GO:0070887,GO:0071229,GO:0071230,GO:0071310,GO:0071359,GO:0071363,GO:0071375,GO:0071407,GO:0071417,GO:0071418,GO:0071495,GO:0071704,GO:0071804,GO:0071805,GO:0071840,GO:0071944,GO:0072347,GO:0072503,GO:0072507,GO:0090114,GO:0097060,GO:0097110,GO:0097447,GO:0097458,GO:0097708,GO:0098552,GO:0098588,GO:0098590,GO:0098655,GO:0098657,GO:0098660,GO:0098662,GO:0098771,GO:0098793,GO:0098794,GO:0098796,GO:0098797,GO:0098802,GO:0098805,GO:0098827,GO:0098839,GO:0098843,GO:0098878,GO:0098916,GO:0098936,GO:0098948,GO:0098960,GO:0098984,GO:0099055,GO:0099060,GO:0099061,GO:0099094,GO:0099146,GO:0099177,GO:0099240,GO:0099501,GO:0099503,GO:0099529,GO:0099536,GO:0099537,GO:0099565,GO:0099566,GO:0099568,GO:0099572,GO:0099583,GO:0099634,GO:0099699,GO:0120025,GO:0120038,GO:0120111,GO:0150034,GO:1901652,GO:1901653,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902495,GO:1904315,GO:1905114,GO:1990351	-	ko:K05197,ko:K05198,ko:K05199,ko:K05200,ko:K05313	ko04024,ko04080,ko04713,ko04720,ko04723,ko04724,ko04728,ko04730,ko05014,ko05030,ko05031,ko05033,ko05202,map04024,map04080,map04713,map04720,map04723,map04724,map04728,map04730,map05014,map05030,map05031,map05033,map05202	-	-	-	ko00000,ko00001,ko04040	1.A.10.1.1,1.A.10.1.13,1.A.10.1.14,1.A.10.1.15,1.A.10.1.16,1.A.10.1.17,1.A.10.1.2,1.A.10.1.4	-	-	ANF_receptor,Lig_chan,Lig_chan-Glu_bd
2	7227.FBpp0289561	0.0	4808.0	KOG1893@1|root,KOG1893@2759|Eukaryota,38CQW@33154|Opisthokonta,3B9ET@33208|Metazoa,3CSYW@33213|Bilateria,41UWY@6656|Arthropoda,3SJWZ@50557|Insecta,44YU4@7147|Diptera,45S6X@7214|Drosophilidae	33208|Metazoa	P	Mechanically-gated ion channel activity	-	GO:0003674,GO:0005215,GO:0005216,GO:0005261,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0007610,GO:0007638,GO:0008150,GO:0008324,GO:0008381,GO:0009581,GO:0009582,GO:0009605,GO:0009612,GO:0009628,GO:0009987,GO:0015075,GO:0015267,GO:0015318,GO:0016020,GO:0022803,GO:0022836,GO:0022838,GO:0022857,GO:0022890,GO:0034220,GO:0042391,GO:0044464,GO:0050896,GO:0050982,GO:0051179,GO:0051234,GO:0051606,GO:0051716,GO:0055085,GO:0065007,GO:0065008,GO:0071214,GO:0071260,GO:0071496,GO:0071944,GO:0098655,GO:0104004	-	ko:K22128	-	-	-	-	ko00000,ko02000,ko04131	1.A.75.1	-	-	PIEZO,Piezo_RRas_bdg
3	9606.ENSP00000321345	0.0	1274.0	2CD0Q@1|root,2QUIH@2759|Eukaryota,38GKM@33154|Opisthokonta,3BAIH@33208|Metazoa,3CXWA@33213|Bilateria,483SH@7711|Chordata,48VE0@7742|Vertebrata,3JDAN@40674|Mammalia,359HA@314146|Euarchontoglires,4MFZC@9443|Primates,4MTRQ@9604|Hominidae	33208|Metazoa	T	Interleukin 23 receptor	IL23R	GO:0001817,GO:0001818,GO:0001819,GO:0001910,GO:0001912,GO:0001914,GO:0001916,GO:0001932,GO:0001934,GO:0002230,GO:0002237,GO:0002252,GO:0002376,GO:0002443,GO:0002682,GO:0002684,GO:0002694,GO:0002696,GO:0002697,GO:0002699,GO:0002703,GO:0002705,GO:0002706,GO:0002708,GO:0002709,GO:0002711,GO:0002761,GO:0002763,GO:0002819,GO:0002821,GO:0002822,GO:0002824,GO:0002825,GO:0002827,GO:0002831,GO:0003674,GO:0004888,GO:0004896,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006950,GO:0006952,GO:0006955,GO:0007154,GO:0007165,GO:0007166,GO:0007259,GO:0008150,GO:0008284,GO:0009605,GO:0009607,GO:0009617,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010033,GO:0010453,GO:0010455,GO:0010533,GO:0010536,GO:0010562,GO:0010604,GO:0010646,GO:0010647,GO:0016020,GO:0016021,GO:0019220,GO:0019221,GO:0019222,GO:0019955,GO:0022407,GO:0022409,GO:0023051,GO:0023052,GO:0023056,GO:0030155,GO:0031224,GO:0031226,GO:0031323,GO:0031325,GO:0031341,GO:0031343,GO:0031347,GO:0031399,GO:0031401,GO:0032101,GO:0032268,GO:0032270,GO:0032496,GO:0032645,GO:0032649,GO:0032653,GO:0032655,GO:0032660,GO:0032693,GO:0032725,GO:0032729,GO:0032735,GO:0032740,GO:0032814,GO:0032816,GO:0032817,GO:0032819,GO:0032944,GO:0032946,GO:0032991,GO:0033674,GO:0033993,GO:0034097,GO:0034341,GO:0035556,GO:0038023,GO:0038155,GO:0042019,GO:0042020,GO:0042102,GO:0042104,GO:0042127,GO:0042129,GO:0042221,GO:0042325,GO:0042327,GO:0042509,GO:0042531,GO:0042742,GO:0043085,GO:0043207,GO:0043235,GO:0043370,GO:0043372,GO:0043380,GO:0043382,GO:0043549,GO:0043900,GO:0044093,GO:0044425,GO:0044459,GO:0044464,GO:0045087,GO:0045580,GO:0045582,GO:0045595,GO:0045597,GO:0045619,GO:0045621,GO:0045622,GO:0045624,GO:0045637,GO:0045639,GO:0045670,GO:0045672,GO:0045785,GO:0045859,GO:0045860,GO:0045937,GO:0046006,GO:0046425,GO:0046427,GO:0046634,GO:0046635,GO:0046637,GO:0046638,GO:0048518,GO:0048519,GO:0048522,GO:0048583,GO:0048584,GO:0050670,GO:0050671,GO:0050688,GO:0050691,GO:0050730,GO:0050731,GO:0050776,GO:0050778,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050829,GO:0050863,GO:0050865,GO:0050867,GO:0050870,GO:0050896,GO:0051094,GO:0051133,GO:0051135,GO:0051171,GO:0051173,GO:0051174,GO:0051239,GO:0051240,GO:0051241,GO:0051246,GO:0051247,GO:0051249,GO:0051251,GO:0051338,GO:0051347,GO:0051704,GO:0051707,GO:0051716,GO:0060089,GO:0060255,GO:0065007,GO:0065009,GO:0070663,GO:0070665,GO:0070887,GO:0071310,GO:0071345,GO:0071944,GO:0072536,GO:0080090,GO:0080134,GO:0097696,GO:0098542,GO:0098796,GO:0098797,GO:0098802,GO:1901700,GO:1902105,GO:1902107,GO:1902531,GO:1902533,GO:1903037,GO:1903039,GO:1903706,GO:1903708,GO:1904892,GO:1904894,GO:2000026,GO:2000316,GO:2000318,GO:2000319,GO:2000321,GO:2000328,GO:2000330,GO:2000514,GO:2000516	-	ko:K05064,ko:K05065	ko04060,ko04630,ko04658,ko04659,ko05200,ko05321,map04060,map04630,map04658,map04659,map05200,map05321	-	-	-	ko00000,ko00001,ko04050	-	-	-	IL6Ra-bind,fn3
4	10116.ENSRNOP00000056552	0.0	3661.0	KOG1326@1|root,KOG1326@2759|Eukaryota,39UAS@33154|Opisthokonta,3BKTQ@33208|Metazoa,3E4CI@33213|Bilateria,48I1B@7711|Chordata,492UG@7742|Vertebrata,3JB6G@40674|Mammalia,35I94@314146|Euarchontoglires,4PZ5W@9989|Rodentia	33208|Metazoa	M	FerA	FER1L5	-	-	ko:K22126	-	-	-	-	ko00000,ko04131	-	-	-	C2,FerA,FerB,FerI,Ferlin_C
5	9606.ENSP00000418663	0.0	2267.0	2CN9H@1|root,2QUNT@2759|Eukaryota,39SB7@33154|Opisthokonta,3BDG8@33208|Metazoa,3CXRQ@33213|Bilateria,484AY@7711|Chordata,48XQ5@7742|Vertebrata,3JE6I@40674|Mammalia,35GG3@314146|Euarchontoglires,4M945@9443|Primates,4N1NK@9604|Hominidae	33208|Metazoa	T	Unstructured linking region I-set and fnIII on Brother of CDO	BOC	GO:0000902,GO:0000904,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005886,GO:0005887,GO:0006928,GO:0006935,GO:0007154,GO:0007155,GO:0007165,GO:0007166,GO:0007224,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0008150,GO:0009605,GO:0009653,GO:0009986,GO:0009987,GO:0016020,GO:0016021,GO:0016043,GO:0016202,GO:0022008,GO:0022610,GO:0023052,GO:0030030,GO:0030154,GO:0030182,GO:0030424,GO:0030426,GO:0030427,GO:0031175,GO:0031224,GO:0031226,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0033267,GO:0036477,GO:0040011,GO:0042221,GO:0042330,GO:0042995,GO:0043005,GO:0043025,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044295,GO:0044297,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044446,GO:0044459,GO:0044463,GO:0044464,GO:0045595,GO:0045597,GO:0045661,GO:0045663,GO:0048468,GO:0048518,GO:0048522,GO:0048634,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051147,GO:0051149,GO:0051239,GO:0051716,GO:0061564,GO:0065007,GO:0070013,GO:0071840,GO:0071944,GO:0097458,GO:0097485,GO:0098609,GO:0120025,GO:0120036,GO:0120038,GO:0120039,GO:0150034,GO:1901861,GO:2000026	-	ko:K20020,ko:K20245	ko04340,ko04341,ko04360,map04340,map04341,map04360	-	-	-	ko00000,ko00001	-	-	-	I-set,ISET-FN3_linker,Ig_3,fn3,ig
6	9606.ENSP00000483624	1.83e-115	332.0	KOG4297@1|root,KOG4297@2759|Eukaryota,3A0NW@33154|Opisthokonta,3BPNS@33208|Metazoa,3D8XC@33213|Bilateria,48FRV@7711|Chordata,49C2Q@7742|Vertebrata,3JHQK@40674|Mammalia,35R7H@314146|Euarchontoglires,4MNAY@9443|Primates,4N5R6@9604|Hominidae	33208|Metazoa	U	C-type lectin-like	CLECL1	GO:0001816,GO:0002682,GO:0002684,GO:0002694,GO:0002696,GO:0002790,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0007155,GO:0007159,GO:0008104,GO:0008150,GO:0008284,GO:0009306,GO:0009987,GO:0015031,GO:0015833,GO:0016020,GO:0022407,GO:0022409,GO:0022610,GO:0030155,GO:0032501,GO:0032633,GO:0032940,GO:0032944,GO:0032946,GO:0033036,GO:0042102,GO:0042127,GO:0042129,GO:0042886,GO:0044464,GO:0045184,GO:0045785,GO:0046903,GO:0048518,GO:0048522,GO:0050663,GO:0050670,GO:0050671,GO:0050789,GO:0050794,GO:0050863,GO:0050865,GO:0050867,GO:0050870,GO:0051179,GO:0051234,GO:0051249,GO:0051251,GO:0065007,GO:0070663,GO:0070665,GO:0071702,GO:0071705,GO:0071944,GO:0072602,GO:0097323,GO:0098609,GO:1903037,GO:1903039	-	ko:K17518	-	-	-	-	ko00000,ko04091	-	-	-	Lectin_C
7	10116.ENSRNOP00000023542	0.0	2476.0	KOG3193@1|root,KOG3193@2759|Eukaryota,38E39@33154|Opisthokonta,3B9HM@33208|Metazoa,3CSWY@33213|Bilateria,47ZB2@7711|Chordata,48XMJ@7742|Vertebrata,3J3Z0@40674|Mammalia,35JMG@314146|Euarchontoglires,4Q3IJ@9989|Rodentia	33208|Metazoa	P	calcium-activated potassium channel activity	KCNT1	GO:0000166,GO:0001505,GO:0001956,GO:0003674,GO:0005215,GO:0005216,GO:0005227,GO:0005228,GO:0005244,GO:0005249,GO:0005261,GO:0005267,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0008076,GO:0008144,GO:0008150,GO:0008324,GO:0009987,GO:0010646,GO:0010647,GO:0015075,GO:0015077,GO:0015079,GO:0015267,GO:0015269,GO:0015271,GO:0015318,GO:0015672,GO:0016020,GO:0016021,GO:0017076,GO:0022803,GO:0022832,GO:0022836,GO:0022838,GO:0022839,GO:0022843,GO:0022857,GO:0022890,GO:0023051,GO:0023056,GO:0030001,GO:0030424,GO:0030554,GO:0031224,GO:0031226,GO:0032553,GO:0032555,GO:0032559,GO:0032879,GO:0032991,GO:0034220,GO:0034702,GO:0034703,GO:0034705,GO:0035639,GO:0036094,GO:0042995,GO:0043005,GO:0043167,GO:0043168,GO:0044425,GO:0044459,GO:0044464,GO:0046873,GO:0046928,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050804,GO:0050806,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051179,GO:0051234,GO:0051588,GO:0051590,GO:0055085,GO:0060341,GO:0065007,GO:0065008,GO:0071804,GO:0071805,GO:0071944,GO:0097159,GO:0097367,GO:0097458,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098797,GO:0099177,GO:0120025,GO:1901265,GO:1901363,GO:1902495,GO:1903530,GO:1903532,GO:1990351	-	ko:K04946,ko:K04947	-	-	-	-	ko00000,ko04040	1.A.1.3.4,1.A.1.3.6,1.A.1.3.7,1.A.1.3.8	-	-	BK_channel_a,Ion_trans_2
8	10090.ENSMUSP00000054134	1.29e-207	578.0	KOG1215@1|root,KOG1215@2759|Eukaryota,39QKE@33154|Opisthokonta,3BI1W@33208|Metazoa,3CYV3@33213|Bilateria,488U9@7711|Chordata,48WTN@7742|Vertebrata,3J1NF@40674|Mammalia,35F9C@314146|Euarchontoglires,4Q6Q7@9989|Rodentia	33208|Metazoa	T	Low-density lipoprotein receptor domain class A	LDLRAD3	GO:0001540,GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006897,GO:0006898,GO:0008150,GO:0010468,GO:0016020,GO:0016192,GO:0019222,GO:0030162,GO:0033218,GO:0042277,GO:0044464,GO:0050789,GO:0051171,GO:0051179,GO:0051234,GO:0051246,GO:0060255,GO:0065007,GO:0070613,GO:0071944,GO:0080090,GO:0098657,GO:1903317	-	-	-	-	-	-	-	-	-	-	Ldl_recept_a
9	10224.XP_006816979.1	0.0	3544.0	KOG1306@1|root,KOG3597@1|root,KOG1306@2759|Eukaryota,KOG3597@2759|Eukaryota,396BZ@33154|Opisthokonta,3BDF1@33208|Metazoa,3CT7W@33213|Bilateria	33208|Metazoa	PT	embryonic digit morphogenesis	FREM2	GO:0001654,GO:0002009,GO:0005575,GO:0005576,GO:0005604,GO:0007275,GO:0007423,GO:0007507,GO:0008150,GO:0009653,GO:0009790,GO:0009888,GO:0030326,GO:0031012,GO:0032501,GO:0032502,GO:0035107,GO:0035108,GO:0035113,GO:0042733,GO:0043583,GO:0044421,GO:0048513,GO:0048598,GO:0048729,GO:0048731,GO:0048736,GO:0048839,GO:0048856,GO:0060173,GO:0060429,GO:0062023,GO:0072359	-	-	-	-	-	-	-	-	-	-	Cadherin_3,Calx-beta
