## Wed Dec 27 18:28:19 2023
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_rcy1ow6n --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_rcy1ow6n --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_rcy1ow6n/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
cor_0	4932.YDR093W	0.0	3181.0	COG0474@1|root,KOG0206@2759|Eukaryota,38BZ2@33154|Opisthokonta,3NWQ9@4751|Fungi,3QM26@4890|Ascomycota,3RSBD@4891|Saccharomycetes,3RY9K@4893|Saccharomycetaceae	4751|Fungi	P	Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IV subfamily	DNF1	GO:0000749,GO:0003674,GO:0003824,GO:0004012,GO:0005215,GO:0005319,GO:0005548,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005783,GO:0005794,GO:0005802,GO:0005886,GO:0005933,GO:0005935,GO:0005937,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0006886,GO:0006897,GO:0006900,GO:0006996,GO:0007163,GO:0008104,GO:0008150,GO:0009987,GO:0010033,GO:0010876,GO:0012505,GO:0015031,GO:0015075,GO:0015399,GO:0015405,GO:0015662,GO:0015711,GO:0015748,GO:0015833,GO:0015914,GO:0016020,GO:0016021,GO:0016043,GO:0016050,GO:0016192,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019236,GO:0022804,GO:0022853,GO:0022857,GO:0030427,GO:0031136,GO:0031137,GO:0031139,GO:0031224,GO:0031984,GO:0032991,GO:0033036,GO:0034204,GO:0034220,GO:0034613,GO:0042221,GO:0042623,GO:0042625,GO:0042626,GO:0042886,GO:0042995,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043332,GO:0043492,GO:0043900,GO:0043902,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044444,GO:0044446,GO:0044459,GO:0044463,GO:0044464,GO:0045184,GO:0045332,GO:0046907,GO:0046999,GO:0048193,GO:0048194,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051286,GO:0051641,GO:0051649,GO:0051716,GO:0055085,GO:0061024,GO:0065007,GO:0065008,GO:0070727,GO:0070867,GO:0070887,GO:0071310,GO:0071444,GO:0071702,GO:0071705,GO:0071840,GO:0071944,GO:0090662,GO:0097035,GO:0098657,GO:0098660,GO:0098791,GO:0099131,GO:0120025,GO:0120038,GO:1902494,GO:1904949,GO:1990351,GO:1990531,GO:2000241,GO:2000243	3.6.1.3,3.6.3.1,3.6.3.8	ko:K01509,ko:K01530,ko:K01537	ko00230,ko04742,map00230,map04742	-	R00086	RC00002	ko00000,ko00001,ko01000	3.A.3.2	-	-	Cation_ATPase,E1-E2_ATPase,Hydrolase,PhoLip_ATPase_C,PhoLip_ATPase_N
cor_1	316407.85676972	0.0	2477.0	COG2911@1|root,COG2911@2|Bacteria,1MUVD@1224|Proteobacteria,1RMMF@1236|Gammaproteobacteria,3XPEG@561|Escherichia	1236|Gammaproteobacteria	S	Part of the translocation and assembly module (TAM) autotransporter assembly complex, which functions in translocation of autotransporters across the outer membrane. In reconstituted TAM this subunit (Ag43, AC P39180) is not necessary for substrate penetration in the outer membrane. Substrate binding to TamA moves its POTRA domains about 30 Angstroms into the periplasm, which would deform either the outer membrane or TamB and may provide force to reset TAM	ytfN	GO:0002790,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008104,GO:0008150,GO:0009306,GO:0009987,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0032940,GO:0032991,GO:0033036,GO:0042886,GO:0044425,GO:0044459,GO:0044464,GO:0045184,GO:0046903,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944,GO:0097347	-	ko:K09800	-	-	-	-	ko00000,ko02000	-	-	-	TamB
cor_2	5061.CADANGAP00006979	0.0	1370.0	COG0369@1|root,KOG1158@2759|Eukaryota,38BIN@33154|Opisthokonta,3NUZ8@4751|Fungi,3QMZY@4890|Ascomycota,20ADK@147545|Eurotiomycetes,3S5MV@5042|Eurotiales	4751|Fungi	C	This enzyme is required for electron transfer from NADP to cytochrome P450 in microsomes. It can also provide electron transfer to heme oxygenase and cytochrome B5. Involved in ergosterol biosynthesis	cprA	GO:0003674,GO:0003824,GO:0003958,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0005783,GO:0005789,GO:0006066,GO:0006091,GO:0006629,GO:0006694,GO:0006696,GO:0008150,GO:0008152,GO:0008202,GO:0008204,GO:0008610,GO:0009055,GO:0009058,GO:0009987,GO:0012505,GO:0016020,GO:0016125,GO:0016126,GO:0016128,GO:0016129,GO:0016491,GO:0016651,GO:0016653,GO:0019867,GO:0022900,GO:0031090,GO:0031966,GO:0031967,GO:0031968,GO:0031975,GO:0031984,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044107,GO:0044108,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0046165,GO:0055114,GO:0071704,GO:0097384,GO:0098588,GO:0098805,GO:0098827,GO:1901360,GO:1901362,GO:1901576,GO:1901615,GO:1901617,GO:1902652,GO:1902653	1.6.2.4	ko:K00327	-	-	-	-	ko00000,ko01000	-	-	iMM904.YHR042W	FAD_binding_1,Flavodoxin_1,NAD_binding_1
cor_3	10090.ENSMUSP00000003509	3.25e-294	802.0	KOG2692@1|root,KOG2692@2759|Eukaryota,39VFV@33154|Opisthokonta,3BJ9P@33208|Metazoa,3D09J@33213|Bilateria,48756@7711|Chordata,495M8@7742|Vertebrata,3JC20@40674|Mammalia,35BTE@314146|Euarchontoglires,4Q6K3@9989|Rodentia	33208|Metazoa	G	Alpha-2,8-sialyltransferase 8F	ST8SIA6	GO:0000139,GO:0001573,GO:0001574,GO:0003674,GO:0003824,GO:0003828,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005975,GO:0006464,GO:0006486,GO:0006493,GO:0006629,GO:0006643,GO:0006664,GO:0006665,GO:0006672,GO:0006687,GO:0006688,GO:0006807,GO:0008150,GO:0008152,GO:0008373,GO:0008610,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009247,GO:0009311,GO:0009987,GO:0012505,GO:0016020,GO:0016051,GO:0016740,GO:0016757,GO:0019538,GO:0030148,GO:0031090,GO:0031984,GO:0034641,GO:0034645,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043413,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0046467,GO:0046513,GO:0070085,GO:0071704,GO:0097503,GO:0098588,GO:0098791,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576,GO:1903509	2.4.99.8	ko:K03369,ko:K03371,ko:K06612,ko:K06615	ko00601,ko00603,ko00604,ko01100,map00601,map00603,map00604,map01100	M00069	R05940,R05943,R05947,R05950,R05958,R06032	-	ko00000,ko00001,ko00002,ko01000,ko01003	-	GT29	-	Glyco_transf_29
cor_4	3702.AT1G69870.1	0.0	1228.0	COG3104@1|root,KOG1237@2759|Eukaryota,37R38@33090|Viridiplantae,3GDVH@35493|Streptophyta,3HQ1J@3699|Brassicales	35493|Streptophyta	E	Protein NRT1 PTR FAMILY	-	GO:0000003,GO:0003006,GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0007154,GO:0007275,GO:0008150,GO:0008509,GO:0009605,GO:0009790,GO:0009791,GO:0009793,GO:0009987,GO:0009991,GO:0010098,GO:0010154,GO:0015075,GO:0015103,GO:0015112,GO:0015318,GO:0015698,GO:0015706,GO:0016020,GO:0022414,GO:0022857,GO:0031667,GO:0031668,GO:0031669,GO:0032501,GO:0032502,GO:0034220,GO:0043562,GO:0044464,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0061458,GO:0071496,GO:0071705,GO:0071944,GO:0080054,GO:0098656	-	ko:K14206,ko:K14638	ko04974,map04974	-	-	-	ko00000,ko00001,ko02000	2.A.17.3,2.A.17.4.1,2.A.17.4.2	-	-	PTR2
cor_5	3702.AT2G02860.1	0.0	1174.0	KOG0637@1|root,KOG0637@2759|Eukaryota,37RTD@33090|Viridiplantae,3GCJG@35493|Streptophyta,3HNNT@3699|Brassicales	35493|Streptophyta	G	PUCC protein	SUT2	GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0006810,GO:0006950,GO:0008150,GO:0008515,GO:0008643,GO:0009611,GO:0012505,GO:0015144,GO:0015154,GO:0015157,GO:0015766,GO:0015770,GO:0015772,GO:0022857,GO:0034219,GO:0042995,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0090406,GO:0120025	-	ko:K15378	-	-	-	-	ko00000,ko02000	2.A.2.4,2.A.2.6	-	-	MFS_1,MFS_2
cor_6	4932.YNL321W	0.0	1795.0	COG0387@1|root,KOG1397@2759|Eukaryota,38F2Z@33154|Opisthokonta,3NV4R@4751|Fungi,3QRW7@4890|Ascomycota,3RRHE@4891|Saccharomycetes,3RYFT@4893|Saccharomycetaceae	4751|Fungi	P	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family	-	GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0003674,GO:0005215,GO:0005451,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0005783,GO:0005789,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006814,GO:0006816,GO:0008150,GO:0008324,GO:0009987,GO:0012505,GO:0015075,GO:0015077,GO:0015078,GO:0015079,GO:0015081,GO:0015085,GO:0015291,GO:0015297,GO:0015298,GO:0015299,GO:0015318,GO:0015368,GO:0015369,GO:0015385,GO:0015386,GO:0015491,GO:0015672,GO:0016020,GO:0016021,GO:0022804,GO:0022821,GO:0022857,GO:0022890,GO:0030001,GO:0031090,GO:0031224,GO:0031984,GO:0034220,GO:0035725,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044232,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0046873,GO:0051139,GO:0051179,GO:0051234,GO:0055085,GO:0070588,GO:0070838,GO:0071804,GO:0071805,GO:0072511,GO:0098588,GO:0098655,GO:0098660,GO:0098662,GO:0098805,GO:0098827,GO:0098852,GO:0099516,GO:1902600,GO:1990816	-	ko:K07300	-	-	-	-	ko00000,ko02000	2.A.19	-	-	Na_Ca_ex,YccF
cor_7	747.DR93_1947	1.27e-116	335.0	COG3028@1|root,COG3028@2|Bacteria,1MZ4R@1224|Proteobacteria,1S9JJ@1236|Gammaproteobacteria,1Y8H7@135625|Pasteurellales	135625|Pasteurellales	S	Belongs to the UPF0307 family	Z012_08740	-	-	ko:K09889	-	-	-	-	ko00000,ko03009	-	-	-	DUF615
cor_8	7227.FBpp0087178	0.0	1582.0	KOG0254@1|root,KOG0254@2759|Eukaryota,38BKC@33154|Opisthokonta,3BCIB@33208|Metazoa,3CWVB@33213|Bilateria,41VXU@6656|Arthropoda,3SHHP@50557|Insecta,450SK@7147|Diptera,45WIA@7214|Drosophilidae	33208|Metazoa	P	Low-capacity facilitative transporter for trehalose. Does not transport maltose, sucrose or lactose. Mediates the bidirectional transfer of trehalose. Responsible for the transport of trehalose synthesized in the fat body and the incorporation of trehalose into other tissues that require a carbon source, thereby regulating trehalose levels in the hemolymph	Tret1	GO:0003674,GO:0005215,GO:0005351,GO:0005355,GO:0005402,GO:0005488,GO:0005536,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0008643,GO:0008645,GO:0015075,GO:0015077,GO:0015078,GO:0015144,GO:0015145,GO:0015149,GO:0015154,GO:0015157,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015574,GO:0015672,GO:0015749,GO:0015766,GO:0015771,GO:0015772,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022890,GO:0030246,GO:0031224,GO:0031226,GO:0034219,GO:0034220,GO:0036094,GO:0044425,GO:0044459,GO:0044464,GO:0046323,GO:0048029,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:1902600,GO:1904659	-	ko:K08145,ko:K14258	-	-	-	-	ko00000,ko02000	2.A.1.1,2.A.1.1.46	-	-	Sugar_tr
cor_9	59689.fgenesh2_kg.5__2634__AT3G61560.1	8.67e-158	445.0	KOG1792@1|root,KOG1792@2759|Eukaryota,37IBI@33090|Viridiplantae,3GAUK@35493|Streptophyta,3HNZ1@3699|Brassicales	35493|Streptophyta	U	Reticulon-like protein	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005886,GO:0005911,GO:0009506,GO:0012505,GO:0016020,GO:0030054,GO:0031984,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0055044,GO:0071944,GO:0098827	-	ko:K20720,ko:K20721,ko:K20723	ko05010,map05010	-	-	-	ko00000,ko00001,ko03036,ko04131	-	-	-	Reticulon
