## Wed Dec 27 23:45:57 2023
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_devdv2sa --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_devdv2sa --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_devdv2sa/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
0	1268068.PG5_65010	0.0	1068.0	COG2010@1|root,COG4993@1|root,COG2010@2|Bacteria,COG4993@2|Bacteria,1MUQX@1224|Proteobacteria,1RN5D@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	Dehydrogenase	exaA	-	1.1.2.8,1.1.5.5,1.1.9.1	ko:K00114,ko:K17760,ko:K22473	ko00010,ko00625,ko01100,ko01110,ko01120,ko01130,map00010,map00625,map01100,map01110,map01120,map01130	-	R05062,R05198,R05285,R09479	RC00087,RC00088,RC01039	ko00000,ko00001,ko01000	-	-	-	Cytochrome_CBB3,PQQ,PQQ_2,PQQ_3
1	3702.AT5G46460.1	0.0	1086.0	KOG4197@1|root,KOG4197@2759|Eukaryota,37JQV@33090|Viridiplantae,3GA13@35493|Streptophyta,3HW7R@3699|Brassicales	35493|Streptophyta	S	Pentatricopeptide repeat-containing protein	-	GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901363	-	-	-	-	-	-	-	-	-	-	DYW_deaminase,PPR,PPR_2
2	7227.FBpp0304253	0.0	1277.0	KOG0574@1|root,KOG0574@2759|Eukaryota,3AJ3H@33154|Opisthokonta,3BA3K@33208|Metazoa,3CV9N@33213|Bilateria,41VZQ@6656|Arthropoda,3SIZF@50557|Insecta,44Y1T@7147|Diptera,45WTB@7214|Drosophilidae	33208|Metazoa	T	It is involved in the biological process described with protein phosphorylation	-	GO:0000003,GO:0001654,GO:0001667,GO:0001708,GO:0001745,GO:0001751,GO:0001752,GO:0001754,GO:0001932,GO:0001934,GO:0002009,GO:0002011,GO:0002064,GO:0002065,GO:0002066,GO:0003006,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005911,GO:0005938,GO:0006464,GO:0006468,GO:0006508,GO:0006793,GO:0006796,GO:0006807,GO:0006915,GO:0006928,GO:0006950,GO:0006974,GO:0007154,GO:0007165,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007297,GO:0007298,GO:0007346,GO:0007399,GO:0007423,GO:0007460,GO:0007568,GO:0008150,GO:0008152,GO:0008219,GO:0008283,GO:0008285,GO:0008340,GO:0008630,GO:0009314,GO:0009628,GO:0009653,GO:0009887,GO:0009888,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010212,GO:0010259,GO:0010467,GO:0010468,GO:0010562,GO:0010604,GO:0010605,GO:0010623,GO:0010631,GO:0010646,GO:0010647,GO:0010648,GO:0010721,GO:0010941,GO:0010942,GO:0010950,GO:0010952,GO:0012501,GO:0014013,GO:0014014,GO:0016020,GO:0016301,GO:0016310,GO:0016477,GO:0016485,GO:0016740,GO:0016772,GO:0016773,GO:0018107,GO:0018193,GO:0018210,GO:0019220,GO:0019222,GO:0019538,GO:0019953,GO:0022008,GO:0022412,GO:0022414,GO:0023014,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030054,GO:0030111,GO:0030154,GO:0030162,GO:0030178,GO:0030182,GO:0030707,GO:0030855,GO:0031098,GO:0031323,GO:0031324,GO:0031325,GO:0031329,GO:0031330,GO:0031399,GO:0031401,GO:0031638,GO:0032147,GO:0032268,GO:0032269,GO:0032270,GO:0032501,GO:0032502,GO:0032504,GO:0033554,GO:0033674,GO:0035265,GO:0035329,GO:0035556,GO:0036211,GO:0040007,GO:0040008,GO:0040011,GO:0042127,GO:0042176,GO:0042177,GO:0042325,GO:0042327,GO:0042692,GO:0042706,GO:0042771,GO:0042802,GO:0042803,GO:0042981,GO:0043065,GO:0043066,GO:0043067,GO:0043068,GO:0043069,GO:0043085,GO:0043170,GO:0043412,GO:0043523,GO:0043524,GO:0043549,GO:0043704,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044448,GO:0044464,GO:0044703,GO:0045165,GO:0045177,GO:0045179,GO:0045464,GO:0045465,GO:0045595,GO:0045596,GO:0045859,GO:0045860,GO:0045861,GO:0045862,GO:0045926,GO:0045937,GO:0046530,GO:0046552,GO:0046620,GO:0046621,GO:0046666,GO:0046777,GO:0046983,GO:0048468,GO:0048477,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048589,GO:0048592,GO:0048609,GO:0048638,GO:0048640,GO:0048663,GO:0048665,GO:0048699,GO:0048729,GO:0048731,GO:0048747,GO:0048749,GO:0048856,GO:0048869,GO:0048870,GO:0050767,GO:0050768,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050896,GO:0051093,GO:0051146,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051239,GO:0051241,GO:0051246,GO:0051247,GO:0051248,GO:0051336,GO:0051338,GO:0051345,GO:0051347,GO:0051604,GO:0051674,GO:0051704,GO:0051716,GO:0051726,GO:0051960,GO:0051961,GO:0052547,GO:0052548,GO:0055001,GO:0055002,GO:0060251,GO:0060253,GO:0060255,GO:0060284,GO:0060429,GO:0060548,GO:0060828,GO:0061061,GO:0065007,GO:0065009,GO:0070613,GO:0071704,GO:0071944,GO:0072089,GO:0072331,GO:0072332,GO:0080090,GO:0090090,GO:0090130,GO:0090132,GO:0090596,GO:0097190,GO:0097193,GO:0097202,GO:0099568,GO:0099738,GO:0140096,GO:1901214,GO:1901215,GO:1901564,GO:1903050,GO:1903051,GO:1903317,GO:1903362,GO:1903363,GO:2000026,GO:2000058,GO:2000059,GO:2000116,GO:2001056,GO:2001233,GO:2001235	-	ko:K04412	ko04010,ko04214,ko04390,ko04391,ko04392,map04010,map04214,map04390,map04391,map04392	M00683	-	-	ko00000,ko00001,ko00002,ko01001	-	-	-	Mst1_SARAH,Pkinase
3	4896.SPAC57A10.12c.1	0.0	887.0	COG0167@1|root,KOG1436@2759|Eukaryota,38BTB@33154|Opisthokonta,3NXFM@4751|Fungi,3QNWB@4890|Ascomycota,3MBNA@451866|Taphrinomycotina	4751|Fungi	C	Belongs to the dihydroorotate dehydrogenase family. Type 2 subfamily	URA9	GO:0003674,GO:0003824,GO:0004152,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006139,GO:0006206,GO:0006207,GO:0006213,GO:0006220,GO:0006221,GO:0006222,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009173,GO:0009174,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016020,GO:0016491,GO:0016627,GO:0016635,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019856,GO:0019866,GO:0031090,GO:0031224,GO:0031300,GO:0031304,GO:0031966,GO:0031967,GO:0031975,GO:0034404,GO:0034641,GO:0034654,GO:0042455,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044205,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0046049,GO:0046112,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0055086,GO:0055114,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:0098573,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	1.3.5.2,1.3.98.1	ko:K00226,ko:K00254	ko00240,ko01100,map00240,map01100	M00051	R01867,R01868	RC00051	ko00000,ko00001,ko00002,ko01000	-	-	-	DHO_dh
4	4932.YKL122C	7.4e-96	281.0	2BW3E@1|root,2S2CK@2759|Eukaryota,3A3W2@33154|Opisthokonta,3P3Y5@4751|Fungi,3QWZ0@4890|Ascomycota,3RUWT@4891|Saccharomycetes,3S1W2@4893|Saccharomycetaceae	4751|Fungi	U	to Saccharomyces cerevisiae SRP21 (YKL122C)	-	GO:0003674,GO:0005047,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005783,GO:0005785,GO:0005786,GO:0005789,GO:0005791,GO:0006605,GO:0006612,GO:0006613,GO:0006614,GO:0006616,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0030867,GO:0031090,GO:0031984,GO:0032991,GO:0033036,GO:0033365,GO:0034613,GO:0042175,GO:0042886,GO:0043021,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044877,GO:0045047,GO:0045184,GO:0046907,GO:0048500,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055085,GO:0065002,GO:0070727,GO:0070972,GO:0071702,GO:0071705,GO:0071806,GO:0072594,GO:0072599,GO:0072657,GO:0090150,GO:0098588,GO:0098796,GO:0098827,GO:1990904	-	-	-	-	-	-	-	-	-	-	SRP9-21
5	9031.ENSGALP00000017255	0.0	904.0	COG1230@1|root,KOG1484@2759|Eukaryota,39TC7@33154|Opisthokonta,3BBXW@33208|Metazoa,3CVRQ@33213|Bilateria,482M5@7711|Chordata,48YTY@7742|Vertebrata,4GKX9@8782|Aves	33208|Metazoa	P	zinc transporter	SLC30A6	GO:0000041,GO:0000139,GO:0003674,GO:0005215,GO:0005385,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005802,GO:0006810,GO:0006811,GO:0006812,GO:0006829,GO:0006892,GO:0006895,GO:0008150,GO:0008324,GO:0010035,GO:0010038,GO:0010043,GO:0012505,GO:0015075,GO:0015318,GO:0016020,GO:0016192,GO:0016482,GO:0022857,GO:0022890,GO:0030001,GO:0031090,GO:0031984,GO:0032588,GO:0032879,GO:0034220,GO:0042221,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0046873,GO:0046907,GO:0046915,GO:0048193,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055085,GO:0061088,GO:0065007,GO:0065008,GO:0070838,GO:0071577,GO:0072509,GO:0072511,GO:0098588,GO:0098655,GO:0098660,GO:0098662,GO:0098791	-	ko:K14693	-	-	-	-	ko00000,ko02000	2.A.4.4.4	-	-	Cation_efflux
6	4932.YNL251C	0.0	1095.0	KOG0132@1|root,KOG0132@2759|Eukaryota,38GNN@33154|Opisthokonta,3NWI7@4751|Fungi,3QJAW@4890|Ascomycota,3RR29@4891|Saccharomycetes,3RYZX@4893|Saccharomycetaceae	4751|Fungi	A	to Saccharomyces cerevisiae NRD1 (YNL251C)	-	GO:0000375,GO:0000377,GO:0000398,GO:0000956,GO:0000993,GO:0001067,GO:0001068,GO:0001069,GO:0001098,GO:0001099,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006351,GO:0006353,GO:0006366,GO:0006369,GO:0006396,GO:0006397,GO:0006399,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008380,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0016070,GO:0016071,GO:0016073,GO:0016074,GO:0016180,GO:0018130,GO:0019222,GO:0019438,GO:0019439,GO:0019899,GO:0019904,GO:0030846,GO:0030847,GO:0031123,GO:0031124,GO:0031126,GO:0032774,GO:0032991,GO:0034470,GO:0034472,GO:0034641,GO:0034645,GO:0034654,GO:0034655,GO:0034660,GO:0034661,GO:0035649,GO:0042780,GO:0042868,GO:0043144,GO:0043170,GO:0043175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043628,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044271,GO:0044424,GO:0044464,GO:0044877,GO:0046483,GO:0046700,GO:0048519,GO:0050789,GO:0060255,GO:0065007,GO:0070063,GO:0071025,GO:0071027,GO:0071028,GO:0071034,GO:0071041,GO:0071043,GO:0071704,GO:0090304,GO:0097159,GO:0097659,GO:0099122,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901575,GO:1901576	-	ko:K15560	-	-	-	-	ko00000,ko03021	-	-	-	CTD_bind,RRM_1
7	224308.BSU31600	0.0	1501.0	COG1009@1|root,COG2111@1|root,COG1009@2|Bacteria,COG2111@2|Bacteria,1TQW4@1239|Firmicutes,4H9YR@91061|Bacilli,1ZAZ0@1386|Bacillus	91061|Bacilli	CP	COG1009 NADH ubiquinone oxidoreductase subunit 5 (chain L) Multisubunit Na H antiporter, MnhA subunit	mrpA	GO:0003674,GO:0005215,GO:0005451,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0008150,GO:0008324,GO:0015075,GO:0015077,GO:0015078,GO:0015081,GO:0015291,GO:0015297,GO:0015298,GO:0015299,GO:0015318,GO:0015385,GO:0015491,GO:0015672,GO:0022804,GO:0022857,GO:0022890,GO:0030001,GO:0034220,GO:0035725,GO:0046873,GO:0051179,GO:0051234,GO:0055085,GO:0098655,GO:0098660,GO:0098662,GO:0099516,GO:1902600	-	ko:K05565	-	-	-	-	ko00000,ko02000	2.A.63.1,2.A.63.2	-	-	DUF4040,Proton_antipo_M,Proton_antipo_N
8	10116.ENSRNOP00000011086	6.33e-191	529.0	COG5640@1|root,KOG3627@2759|Eukaryota,3A029@33154|Opisthokonta,3BPSC@33208|Metazoa,3D1UA@33213|Bilateria,4889F@7711|Chordata,498JU@7742|Vertebrata,3J5P3@40674|Mammalia,35NN3@314146|Euarchontoglires,4Q6M0@9989|Rodentia	33208|Metazoa	O	Trypsin-like peptidase domain	GZMM	GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005575,GO:0005576,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008219,GO:0008233,GO:0008236,GO:0009987,GO:0016787,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:0140096,GO:1901564	-	ko:K08649	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Trypsin
9	10090.ENSMUSP00000015333	0.0	1608.0	KOG1699@1|root,KOG1699@2759|Eukaryota,38EIR@33154|Opisthokonta,3B9QM@33208|Metazoa,3CV4D@33213|Bilateria,484IC@7711|Chordata,495GB@7742|Vertebrata,3J5MD@40674|Mammalia,35AFA@314146|Euarchontoglires,4PYC4@9989|Rodentia	33208|Metazoa	S	CAS1 domain-containing protein 1	CASD1	GO:0000139,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005975,GO:0007154,GO:0007267,GO:0008150,GO:0008152,GO:0008374,GO:0009987,GO:0012505,GO:0016020,GO:0016021,GO:0016407,GO:0016413,GO:0016740,GO:0016746,GO:0016747,GO:0023052,GO:0030154,GO:0030173,GO:0031090,GO:0031224,GO:0031228,GO:0031300,GO:0031301,GO:0031984,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0045165,GO:0045168,GO:0046331,GO:0047186,GO:0048869,GO:0071704,GO:0098588,GO:0098791	2.3.1.45	ko:K03377	-	-	-	-	ko00000,ko01000	-	-	-	Cas1_AcylT
